full_code|main_source|main_code|main_text|sub_source|sub_code|sub_text|sub_sub_source|sub_sub_code|sub_sub_text
V00-Y99_V20-V29_V21|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29|V20-V29|Motorcycle rider injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V21|V21|Motorcycle rider injured in collision with pedal cycle
V00-Y99_V20-V29_V22|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29|V20-V29|Motorcycle rider injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V22|V22|Motorcycle rider injured in collision with two- or three-wheeled motor vehicle
V00-Y99_V20-V29_V23|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29|V20-V29|Motorcycle rider injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V23|V23|Motorcycle rider injured in collision with car, pick-up truck or van
V00-Y99_V20-V29_V24|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29|V20-V29|Motorcycle rider injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V24|V24|Motorcycle rider injured in collision with heavy transport vehicle or bus
V00-Y99_V20-V29_V25|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29|V20-V29|Motorcycle rider injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V25|V25|Motorcycle rider injured in collision with railway train or railway vehicle
V00-Y99_V20-V29_V26|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29|V20-V29|Motorcycle rider injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V26|V26|Motorcycle rider injured in collision with other nonmotor vehicle
V00-Y99_V20-V29_V27|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29|V20-V29|Motorcycle rider injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V27|V27|Motorcycle rider injured in collision with fixed or stationary object
V00-Y99_V20-V29_V28|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29|V20-V29|Motorcycle rider injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V28|V28|Motorcycle rider injured in noncollision transport accident
V00-Y99_V20-V29_V29|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29|V20-V29|Motorcycle rider injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V20-V29/V29|V29|Motorcycle rider injured in other and unspecified transport accidents
V00-Y99_V30-V39_V30|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39|V30-V39|Occupant of three-wheeled motor vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V30|V30|Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal
V00-Y99_V30-V39_V31|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39|V30-V39|Occupant of three-wheeled motor vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V31|V31|Occupant of three-wheeled motor vehicle injured in collision with pedal cycle
V00-Y99_V30-V39_V32|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39|V30-V39|Occupant of three-wheeled motor vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V32|V32|Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle
V00-Y99_V30-V39_V33|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39|V30-V39|Occupant of three-wheeled motor vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V33|V33|Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van
V00-Y99_V30-V39_V34|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39|V30-V39|Occupant of three-wheeled motor vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V34|V34|Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus
V00-Y99_V30-V39_V35|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39|V30-V39|Occupant of three-wheeled motor vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V35|V35|Occupant of three-wheeled motor vehicle injured in collision with railway train or railway vehicle
V00-Y99_V30-V39_V36|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39|V30-V39|Occupant of three-wheeled motor vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V36|V36|Occupant of three-wheeled motor vehicle injured in collision with other nonmotor vehicle
V00-Y99_V30-V39_V37|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39|V30-V39|Occupant of three-wheeled motor vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V37|V37|Occupant of three-wheeled motor vehicle injured in collision with fixed or stationary object
V00-Y99_V30-V39_V38|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39|V30-V39|Occupant of three-wheeled motor vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V38|V38|Occupant of three-wheeled motor vehicle injured in noncollision transport accident
V00-Y99_V30-V39_V39|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39|V30-V39|Occupant of three-wheeled motor vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V30-V39/V39|V39|Occupant of three-wheeled motor vehicle injured in other and unspecified transport accidents
V00-Y99_V40-V49_V40|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49|V40-V49|Car occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V40|V40|Car occupant injured in collision with pedestrian or animal
V00-Y99_V40-V49_V41|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49|V40-V49|Car occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V41|V41|Car occupant injured in collision with pedal cycle
V00-Y99_V40-V49_V42|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49|V40-V49|Car occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V42|V42|Car occupant injured in collision with two- or three-wheeled motor vehicle
V00-Y99_V40-V49_V43|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49|V40-V49|Car occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V43|V43|Car occupant injured in collision with car, pick-up truck or van
V00-Y99_V40-V49_V44|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49|V40-V49|Car occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V44|V44|Car occupant injured in collision with heavy transport vehicle or bus
V00-Y99_V40-V49_V45|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49|V40-V49|Car occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V45|V45|Car occupant injured in collision with railway train or railway vehicle
V00-Y99_V40-V49_V46|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49|V40-V49|Car occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V46|V46|Car occupant injured in collision with other nonmotor vehicle
V00-Y99_V40-V49_V47|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49|V40-V49|Car occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V47|V47|Car occupant injured in collision with fixed or stationary object
V00-Y99_V40-V49_V48|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49|V40-V49|Car occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V48|V48|Car occupant injured in noncollision transport accident
V00-Y99_V40-V49_V49|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49|V40-V49|Car occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V40-V49/V49|V49|Car occupant injured in other and unspecified transport accidents
V00-Y99_V50-V59_V50|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59|V50-V59|Occupant of pick-up truck or van injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V50|V50|Occupant of pick-up truck or van injured in collision with pedestrian or animal
V00-Y99_V50-V59_V51|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59|V50-V59|Occupant of pick-up truck or van injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V51|V51|Occupant of pick-up truck or van injured in collision with pedal cycle
V00-Y99_V50-V59_V52|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59|V50-V59|Occupant of pick-up truck or van injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V52|V52|Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
V00-Y99_V50-V59_V53|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59|V50-V59|Occupant of pick-up truck or van injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V53|V53|Occupant of pick-up truck or van injured in collision with car, pick-up truck or van
V00-Y99_V50-V59_V54|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59|V50-V59|Occupant of pick-up truck or van injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V54|V54|Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
V00-Y99_V50-V59_V55|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59|V50-V59|Occupant of pick-up truck or van injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V55|V55|Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
V00-Y99_V50-V59_V56|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59|V50-V59|Occupant of pick-up truck or van injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V56|V56|Occupant of pick-up truck or van injured in collision with other nonmotor vehicle
V00-Y99_V50-V59_V57|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59|V50-V59|Occupant of pick-up truck or van injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V57|V57|Occupant of pick-up truck or van injured in collision with fixed or stationary object
V00-Y99_V50-V59_V58|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59|V50-V59|Occupant of pick-up truck or van injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V58|V58|Occupant of pick-up truck or van injured in noncollision transport accident
V00-Y99_V50-V59_V59|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59|V50-V59|Occupant of pick-up truck or van injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V50-V59/V59|V59|Occupant of pick-up truck or van injured in other and unspecified transport accidents
V00-Y99_V60-V69_V60|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69|V60-V69|Occupant of heavy transport vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V60|V60|Occupant of heavy transport vehicle injured in collision with pedestrian or animal
V00-Y99_V60-V69_V61|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69|V60-V69|Occupant of heavy transport vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V61|V61|Occupant of heavy transport vehicle injured in collision with pedal cycle
V00-Y99_V60-V69_V62|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69|V60-V69|Occupant of heavy transport vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V62|V62|Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle
V00-Y99_V60-V69_V63|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69|V60-V69|Occupant of heavy transport vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V63|V63|Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van
V00-Y99_V60-V69_V64|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69|V60-V69|Occupant of heavy transport vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V64|V64|Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus
V00-Y99_V60-V69_V65|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69|V60-V69|Occupant of heavy transport vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V65|V65|Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle
V00-Y99_V60-V69_V66|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69|V60-V69|Occupant of heavy transport vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V66|V66|Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle
V00-Y99_V60-V69_V67|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69|V60-V69|Occupant of heavy transport vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V67|V67|Occupant of heavy transport vehicle injured in collision with fixed or stationary object
V00-Y99_V60-V69_V68|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69|V60-V69|Occupant of heavy transport vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V68|V68|Occupant of heavy transport vehicle injured in noncollision transport accident
V00-Y99_V60-V69_V69|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69|V60-V69|Occupant of heavy transport vehicle injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V60-V69/V69|V69|Occupant of heavy transport vehicle injured in other and unspecified transport accidents
V00-Y99_V70-V79_V70|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79|V70-V79|Bus occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V70|V70|Bus occupant injured in collision with pedestrian or animal
V00-Y99_V70-V79_V71|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79|V70-V79|Bus occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V71|V71|Bus occupant injured in collision with pedal cycle
V00-Y99_V70-V79_V72|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79|V70-V79|Bus occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V72|V72|Bus occupant injured in collision with two- or three-wheeled motor vehicle
V00-Y99_V70-V79_V73|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79|V70-V79|Bus occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V73|V73|Bus occupant injured in collision with car, pick-up truck or van
V00-Y99_V70-V79_V74|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79|V70-V79|Bus occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V74|V74|Bus occupant injured in collision with heavy transport vehicle or bus
V00-Y99_V70-V79_V75|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79|V70-V79|Bus occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V75|V75|Bus occupant injured in collision with railway train or railway vehicle
V00-Y99_V70-V79_V76|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79|V70-V79|Bus occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V76|V76|Bus occupant injured in collision with other nonmotor vehicle
V00-Y99_V70-V79_V77|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79|V70-V79|Bus occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V77|V77|Bus occupant injured in collision with fixed or stationary object
V00-Y99_V70-V79_V78|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79|V70-V79|Bus occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V78|V78|Bus occupant injured in noncollision transport accident
V00-Y99_V70-V79_V79|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79|V70-V79|Bus occupant injured in transport accident|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V70-V79/V79|V79|Bus occupant injured in other and unspecified transport accidents
V00-Y99_V80-V89_V80|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89|V80-V89|Other land transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V80|V80|Animal-rider or occupant of animal-drawn vehicle injured in transport accident
V00-Y99_V80-V89_V81|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89|V80-V89|Other land transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V81|V81|Occupant of railway train or railway vehicle injured in transport accident
V00-Y99_V80-V89_V82|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89|V80-V89|Other land transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V82|V82|Occupant of powered streetcar injured in transport accident
V00-Y99_V80-V89_V83|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89|V80-V89|Other land transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V83|V83|Occupant of special vehicle mainly used on industrial premises injured in transport accident
V00-Y99_V80-V89_V84|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89|V80-V89|Other land transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V84|V84|Occupant of special vehicle mainly used in agriculture injured in transport accident
V00-Y99_V80-V89_V85|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89|V80-V89|Other land transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V85|V85|Occupant of special construction vehicle injured in transport accident
V00-Y99_V80-V89_V86|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89|V80-V89|Other land transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V86|V86|Occupant of special all-terrain or other off-road motor vehicle, injured in transport accident
V00-Y99_V80-V89_V87|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89|V80-V89|Other land transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V87|V87|Traffic accident of specified type but victim's mode of transport unknown
V00-Y99_V80-V89_V88|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89|V80-V89|Other land transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V88|V88|Nontraffic accident of specified type but victim's mode of transport unknown
V00-Y99_V80-V89_V89|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89|V80-V89|Other land transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V80-V89/V89|V89|Motor- or nonmotor-vehicle accident, type of vehicle unspecified
V00-Y99_V90-V94_V90|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94|V90-V94|Water transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94/V90|V90|Drowning and submersion due to accident to watercraft
V00-Y99_V90-V94_V91|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94|V90-V94|Water transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94/V91|V91|Other injury due to accident to watercraft
V00-Y99_V90-V94_V92|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94|V90-V94|Water transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94/V92|V92|Drowning and submersion due to accident on board watercraft, without accident to watercraft
V00-Y99_V90-V94_V93|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94|V90-V94|Water transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94/V93|V93|Other injury due to accident on board watercraft, without accident to watercraft
V00-Y99_V90-V94_V94|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94|V90-V94|Water transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V90-V94/V94|V94|Other and unspecified water transport accidents
V00-Y99_V95-V97_V95|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V95-V97|V95-V97|Air and space transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V95-V97/V95|V95|Accident to powered aircraft causing injury to occupant
V00-Y99_V95-V97_V96|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V95-V97|V95-V97|Air and space transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V95-V97/V96|V96|Accident to nonpowered aircraft causing injury to occupant
V00-Y99_V95-V97_V97|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V95-V97|V95-V97|Air and space transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V95-V97/V97|V97|Other specified air transport accidents
V00-Y99_V98-V99_V98|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V98-V99|V98-V99|Other and unspecified transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V98-V99/V98|V98|Other specified transport accidents
V00-Y99_V98-V99_V99|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V98-V99|V98-V99|Other and unspecified transport accidents|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/V98-V99/V99|V99|Unspecified transport accident
V00-Y99_W00-W19_W00|https://www.icd10data.com/V00-Y99|V00-Y99|External causes of morbidity|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19|W00-W19|Slipping, tripping, stumbling and falls|https://www.icd10data.com/ICD10CM/Codes/V00-Y99/W00-W19/W00|W00|Fall due to ice and snow
